SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS CPRM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;13/10/2014 14:40:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GY1400887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;4.068.087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;3768/SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;10/10/2014 14:40:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;PREPS80P;PREPS80P;PREPS80P;PREPS80P;PREPS80P;PREPS80P;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
;;Analyte;Peso_inicial;Soma;+80#;+80#_P;-80#;-80#_P;Ag;Al;As;Ba;Be;Bi;Ca;Cd;Ce;Co;Cr;Cs;Cu;Fe;Ga;Ge;Hf;In;K;La;Li;Lu;Mg;Mn;Mo;Na;Nb;Ni;P;Pb;Rb;S;Sb;Sc;Se;Sn;Sr;Ta;Tb;Te;Th;Ti;Tl;U;V;W;Y;Yb;Zn;Zr
;;Unit;g;g;g;%;g;%;ppm;%;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;%;%;ppm;%;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm
;;MDL;0;1;1;0,01;1;0,01;0,02;0,01;1;5;0,1;0,04;0,01;0,02;0,05;0,1;1;5;0,5;0,01;0,1;0,1;0,02;0,02;0,01;0,1;1;0,01;0,01;0,01;0,05;0,01;0,1;0,5;50;0,5;0,2;0,01;0,05;0,5;2;0,3;0,5;0,05;0,05;0,05;0,2;0,01;0,02;0,1;1;0,1;0,1;0,1;1;0,5
Sample;;Type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRANCO_PREP;;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;<0.02;0,1;<1;<5;<0.1;<0.04;<0.01;0,04;<0.05;2,4;5;<5;4,3;0,59;<0.1;<0.1;<0.02;0,04;0,01;0,7;3;<0.01;0,01;<0.01;2,5;0,02;0,7;1,8;<50;0,8;2,2;<0.01;0,42;1,9;<2;<0.3;<0.5;<0.05;0,06;<0.05;<0.2;<0.01;0,21;<0.1;3;0,8;0,6;0,1;5;4
HHE-751;;SOLO;1510;1510;1360;90,07;150;9,93;0,45;4,45;2;239;2;0,25;0,59;0,35;77,65;10,2;27;7;25,9;2,87;11,3;0,2;3,09;0,04;1,21;38,6;30;0,35;1,06;0,1;0,82;0,09;11,3;17,7;445;21,6;132,4;0,03;0,56;10,6;<2;2;54,5;0,83;0,79;0,07;12;0,41;0,64;3,4;39;1,5;23,6;2,3;93;116,9
HHE-752;;SOLO;1410;1410;1080;76,6;330;23,4;0,08;3,79;2;260;1,9;0,23;2,35;0,3;66,89;9,5;24;6;18,1;2,24;10,2;<0.1;0,81;0,04;1,11;32,7;22;0,29;1,89;0,09;0,44;0,06;7,5;16,8;568;17,9;115,4;0,03;0,4;9,4;<2;1,2;67,9;0,41;0,67;<0.05;9,1;0,34;0,55;1,6;41;1,1;20,1;2;91;52,7
HHE-753;;SOLO;1605;1605;1295;80,69;310;19,32;0,31;4,08;2;252;2,4;0,24;0,35;0,25;77,39;10,7;24;7;17;2,55;12,2;<0.1;2,42;0,03;0,98;36,8;27;0,33;0,66;0,11;0,69;0,07;10,1;18,6;361;25,4;121,6;0,02;0,53;10,9;<2;1,4;26,8;0,49;0,75;<0.05;9,3;0,35;0,56;1,8;44;1;24,4;2,4;77;100,7
HHE-754;;SOLO;1860;1860;1490;80,11;370;19,89;0,35;4,42;<1;268;2,2;0,24;0,33;0,23;76,96;10,7;24;7;17,2;2,62;11,6;0,7;3,11;0,04;1,04;36,2;31;0,35;0,71;0,12;0,69;0,07;9,7;16;315;25;115;0,02;0,6;10,6;<2;1,7;27,5;0,53;0,78;<0.05;10,6;0,36;0,59;1,9;47;1,2;23,7;2,3;86;116,7
HHE-755;;SOLO;1575;1575;1325;84,13;250;15,87;0,37;4,6;<1;216;2,3;0,26;0,65;0,22;81,03;10,8;23;8;18,9;2,78;12,2;0,6;2,93;0,04;0,71;38,4;30;0,33;0,78;0,12;0,45;0,07;9,6;17,3;317;22,1;105,6;0,02;0,46;10,9;<2;1,5;46;0,7;0,75;<0.05;9,7;0,32;0,59;1,5;36;0,8;23,3;2,3;100;108,2
