SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;CPRM - Cia de Pesquisa de Recursos Minerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;20/9/2011 14:58:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GY1101239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;C.C.4068-087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;Lote 1620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;16/9/2011 14:58:08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
;;Analyte;Umido;Seco;Cont massa B;Passante;Retido;Granul 2mm;Entrada Pu;Saida Pu;Controle Massa Pu;Retido 150;Granulometria_150;Ag;Al;As;Ba;Be;Bi;Ca;Cd;Ce;Co;Cr;Cs;Cu;Fe;Ga;Hf;In;K;La;Li;Lu;Mg;Mn;Mo;Na;Nb;Ni;P;Pb;Rb;Re;S;Sb;Sc;Se;Sn;Sr;Ta;Tb;Te;Th;Ti;Tl;U;V;W;Y;Yb;Zn;Zr
;;Unit;g;g;%;g;g;%;g;g;%;g;%;ppm;%;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;%;ppm;ppm;ppm;%;%;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm
;;MDL;0;0;0;0;0;0;0;0;0;0;0;0,02;0,01;1;5;0,1;0,04;0,01;0,02;0,05;0,1;1;5;0,5;0,01;0,1;0,02;0,02;0,01;0,1;1;0,01;0,01;0,01;0,05;0,01;0,1;0,5;50;0,5;0,2;0,1;0,01;0,05;0,5;2;0,3;0,5;0,05;0,05;0,05;0,2;0,01;0,02;0,1;1;0,1;0,1;0,1;1;0,5
Sample;;Type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRANCO_PREP;;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,03;0,02;<1;<5;<0.1;<0.04;<0.01;1,03;0,27;0,6;9;<5;<0.5;0,88;0,2;0,02;<0.02;<0.01;0,2;<1;<0.01;<0.01;0,01;0,73;0,02;0,2;<0.5;<50;12,9;0,9;<0.1;<0.01;0,19;<0.5;<2;0,8;2,7;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;<0.1;<1;0,1;<0.1;<0.1;2;<0.5
VC-L-092;ICC0609;SOLO;1750;1750;76,86;1220;125;9,29;295;280;94,92;1;0,36;0,23;5,37;7;257;3,2;0,27;2,68;2,37;73,51;14,2;40;7;26,1;3,01;14,4;2,83;0,04;0,93;24,5;22;0,24;0,79;0,13;1,29;0,04;13,6;19,5;885;58,2;129,6;<0.1;0,04;1,11;7,9;<2;3,3;30,6;0,53;0,52;0,08;9,4;0,33;0,53;1,1;34;1,9;24;1,9;79;136,3
VC-L-093;ICC0610;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,23;5,09;9;261;2,7;0,24;3,72;0,92;70,91;11,7;32;6;13,9;2,51;12,9;2,72;0,04;0,71;23;19;0,21;0,67;0,11;0,93;0,07;12,4;16,2;211;33,7;95,3;<0.1;0,01;0,8;6,9;<2;2,7;34,5;0,59;0,47;0,06;8,4;0,33;0,46;1;35;1,7;21;1,8;63;135,8
VC-L-094;ICC0611;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,23;4,44;10;246;2,9;0,23;1,58;1,23;49,91;10,5;70;<5;19,8;2,55;11,2;2,23;0,03;1,16;20,4;13;0,19;0,65;0,11;1,9;0,04;9,8;13,2;1318;34,1;118,8;<0.1;0,07;1,14;5,8;<2;2,6;33,9;0,31;0,4;0,07;7,4;0,25;0,44;1;37;1,8;18;1,5;75;108,7
VC-L-095;ICC0612;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,18;4,84;9;239;2,9;0,24;0,95;1,51;68,25;12;46;5;15,7;2,46;12;2,47;0,03;0,81;21,7;22;0,21;0,68;0,12;0,97;0,05;11;14;568;57,1;110,9;<0.1;0,03;0,96;6,9;<2;2,7;25,9;0,51;0,43;<0.05;7,8;0,29;0,46;1;37;2;20,6;1,7;82;129,3
VC-L-096;ICC0613;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,18;4,77;6;264;3,3;0,23;0,95;1,25;71,12;12,4;59;6;18,4;2,6;12,4;2,43;0,04;0,83;22,9;22;0,22;0,62;0,13;1,21;0,04;8,7;17;449;30,1;113,4;<0.1;0,02;0,79;6,6;<2;2,6;26,6;0,17;0,46;<0.05;8;0,29;0,47;1;33;1,4;21,5;1,7;75;111,8
