SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;CPRM - Cia de Pesquisa de Recursos Minerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;20/9/2011 14:42:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GY1101237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;C.C.4068-087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;Lote 1620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;16/9/2011 14:42:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;PREP_GY;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
;;Analyte;Umido;Seco;Cont massa B;Passante;Retido;Granul 2mm;Entrada Pu;Saida Pu;Controle Massa Pu;Retido 150;Granulometria_150;Ag;Al;As;Ba;Be;Bi;Ca;Cd;Ce;Co;Cr;Cs;Cu;Fe;Ga;Hf;In;K;La;Li;Lu;Mg;Mn;Mo;Na;Nb;Ni;P;Pb;Rb;Re;S;Sb;Sc;Se;Sn;Sr;Ta;Tb;Te;Th;Ti;Tl;U;V;W;Y;Yb;Zn;Zr
;;Unit;g;g;%;g;g;%;g;g;%;g;%;ppm;%;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;%;ppm;ppm;ppm;%;%;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;%;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm
;;MDL;0;0;0;0;0;0;0;0;0;0;0;0,02;0,01;1;5;0,1;0,04;0,01;0,02;0,05;0,1;1;5;0,5;0,01;0,1;0,02;0,02;0,01;0,1;1;0,01;0,01;0,01;0,05;0,01;0,1;0,5;50;0,5;0,2;0,1;0,01;0,05;0,5;2;0,3;0,5;0,05;0,05;0,05;0,2;0,01;0,02;0,1;1;0,1;0,1;0,1;1;0,5
Sample;;Type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRANCO_PREP;;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,05;0,01;3;<5;<0.1;0,14;0,03;0,44;0,94;1,5;5;<5;11,2;0,91;0,5;0,06;<0.02;<0.01;0,6;<1;<0.01;<0.01;0,01;1,35;0,02;0,4;7,7;<50;8,5;5,4;<0.1;<0.01;0,14;<0.5;<2;0,6;2,7;<0.05;<0.05;<0.05;0,4;<0.01;<0.02;<0.1;2;<0.1;0,6;<0.1;2;<0.5
VC-L-001;ICC0509;SOLO;1890;1615;99,38;1380;225;14,02;285;268;94,04;2;0,75;<0.02;2,44;8;411;1,1;0,91;6,33;0,61;28,84;11,2;11;<5;32,1;1,27;10,6;1,62;<0.02;0,4;15,5;19;0,16;4,09;0,04;0,72;0,04;6;23,3;208;28,5;84,7;<0.1;0,01;0,25;7,2;<2;0,9;81;<0.05;0,29;<0.05;6,6;0,2;0,28;1;28;4,2;17,5;1,2;24;58,2
VC-L-002;ICC0510;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,04;2,21;3;160;1;0,25;0,56;0,14;31,14;10,1;15;<5;32,1;1,51;9,5;1,63;<0.02;0,39;16,5;8;0,19;0,46;0,02;0,36;0,03;3;16,7;197;14,6;87,9;<0.1;0,01;0,13;6,2;<2;0,8;17,8;<0.05;0,32;<0.05;5,5;0,2;0,28;1;17;<0.1;18,5;1,4;26;55,8
VC-L-003;ICC0511;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,06;3,63;6;245;1,6;0,12;0,97;0,22;42,38;11,9;15;<5;30,6;1,78;13,3;2,11;0,02;0,4;23;17;0,24;1;0,07;0,46;0,04;2,6;19,8;250;19,7;95,2;<0.1;0,01;0,17;9,1;<2;0,7;26,8;<0.05;0,44;<0.05;8,2;0,27;0,43;1,3;32;<0.1;23,7;1,7;40;77,4
VC-L-004;ICC0512;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;<0.02;3,37;2;257;0,9;<0.04;1,78;0,17;28,13;7,3;15;<5;16,2;1,82;7,8;0,32;<0.02;0,45;14,5;16;0,15;0,62;0,06;0,26;0,03;3,5;13,4;857;12,6;65;<0.1;0,02;0,22;5,2;<2;<0.3;26,6;<0.05;0,26;<0.05;5;0,27;0,27;0,8;36;0,3;14,6;1,1;39;21,2
VC-L-005;ICC0513;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;0,12;3,85;5;246;1,5;6,44;0,62;0,18;44;9,6;14;<5;29,6;1,92;10,4;2,07;0,03;0,61;24,4;21;0,41;0,51;0,07;0,94;0,06;2,1;15,4;257;16,3;136;<0.1;0,01;0,3;7,6;<2;1,8;23,6;0,52;0,89;10,35;8,8;0,26;0,9;1;35;<0.1;20,8;1,8;35;78,6
